movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
Jaws 2 ,5.7,131,Color,1978,Adventure,English,USA,102922376,20000000,82,85,813,366,0,4.1461188,102.922376,20,English,USA,1346,7,Generation X
Beverly Hills Chihuahua ,3.7,91,Color,2008,Adventure,English,USA,94497271,20000000,67,597,2000,641,0,3.72486355,94.497271,20,English,USA,3305,24,Boomletes
The Conjuring ,7.5,112,Color,2013,Horror,English,USA,137387272,20000000,0,697,6000,960,131000,5.8693636,137.387272,20,English,USA,138657,14,Boomletes
Are We There Yet? ,4.6,95,Color,2005,Adventure,English,USA,82301521,32000000,32,563,826,642,773,1.57192253125,82.301521,32,English,USA,2836,18,Boomletes
Tammy ,4.9,100,Color,2014,Comedy,English,USA,84518155,20000000,265,265,989,830,11000,3.22590775,84.518155,20,English,USA,13349,6,Boomletes
Disturbia ,6.9,105,Color,2007,Drama,English,USA,80050171,20000000,154,501,884,617,0,3.00250855,80.050171,20,English,USA,2156,10,Boomletes
School of Rock ,7.1,108,Color,2003,Comedy,English,USA,81257845,35000000,0,487,2000,931,0,1.3216527142857142,81.257845,35,English,USA,3418,15,Boomletes
Mortal Kombat ,5.8,101,Color,1995,Action,English,USA,70360285,18000000,545,545,1000,1000,0,2.908904722222222,70.360285,18,English,USA,3090,14,Millenium
Wicker Park ,7,114,Color,2004,Drama,English,USA,12831121,30000000,118,40,489,93,0,-0.5722959666666667,12.831121,30,English,USA,740,12,Boomletes
White Chicks ,5.4,109,Color,2004,Comedy,English,USA,69148997,37000000,322,861,1000,960,0,0.8688918108108108,69.148997,37,English,USA,3143,13,Boomletes
The Descendants ,7.3,115,Color,2011,Comedy,English,USA,82624961,20000000,729,552,8000,727,22000,3.13124805,82.624961,20,English,USA,32008,16,Boomletes
Holes ,7.1,117,Black and White,2003,Adventure,English,USA,67325559,20000000,99,165,596,265,0,2.36627795,67.325559,20,English,USA,1125,6,Boomletes
The Last Song ,5.8,107,Color,2010,Drama,English,USA,62933793,20000000,30,318,742,360,10000,2.14668965,62.933793,20,English,USA,11450,14,Boomletes
12 Years a Slave ,8.1,134,Color,2013,Biography,English,USA,56667870,20000000,0,500,2000,660,83000,1.8333935,56.66787,20,English,USA,86160,17,Boomletes
Drumline ,5.7,118,Color,2002,Comedy,English,USA,56398162,20000000,30,284,962,593,2000,1.8199081,56.398162,20,English,USA,3869,9,Boomletes
Why Did I Get Married Too? ,4.4,121,Color,2010,Comedy,English,USA,60072596,20000000,0,721,2000,907,0,2.0036298,60.072596,20,English,USA,3628,27,Boomletes
Edward Scissorhands ,7.9,105,Color,1990,Fantasy,English,USA,56362352,20000000,13000,658,40000,967,16000,1.8181176,56.362352,20,English,USA,70625,20,Millenium
Me Before You ,7.6,110,Color,2016,Drama,English,UK,56154094,20000000,17,418,11000,10000,51000,1.8077047,56.154094,20,English,Non-US,72435,14,Boomletes
Madea's Witness Protection ,4.8,114,Color,2012,Comedy,English,USA,65623128,20000000,0,582,982,618,0,2.2811564,65.623128,20,English,USA,2182,27,Boomletes
Bad Moms ,6.7,100,Color,2016,Comedy,English,USA,55461307,20000000,24,851,15000,1000,18000,1.77306535,55.461307,20,English,USA,34875,9,Boomletes
Date Movie ,2.7,85,Color,2006,Comedy,English,USA,48546578,20000000,64,729,3000,869,806,1.4273289,48.546578,20,English,USA,5468,11,Boomletes
Return to Never Land ,5.8,72,Color,2002,Adventure,English,USA,48423368,20000000,2,434,1000,677,302,1.4211684,48.423368,20,English,USA,2415,21,Boomletes
Selma ,7.5,128,Color,2014,Biography,English,UK,52066000,20000000,151,852,1000,1000,22000,1.6033,52.066,20,English,Non-US,25003,6,Boomletes
The Jungle Book 2 ,5.4,72,Color,2003,Adventure,English,USA,47887943,20000000,0,384,3000,455,227,1.39439715,47.887943,20,English,USA,4066,18,Boomletes
Boogeyman ,4.1,89,Color,2005,Drama,English,USA,46363118,20000000,19,349,526,392,1000,1.3181559,46.363118,20,English,USA,2286,10,Boomletes
Premonition ,5.9,96,Color,2007,Drama,English,USA,47852604,20000000,9,107,826,626,0,1.3926302,47.852604,20,English,USA,1568,12,Boomletes
The Tigger Movie ,6.3,77,Color,2000,Animation,English,USA,45542421,30000000,25,16,304,253,347,0.5180807,45.542421,30,English,USA,945,17,Millenium
Max ,6.8,111,Color,2015,Adventure,English,USA,42652003,20000000,132,455,1000,465,33000,1.13260015,42.652003,20,English,USA,35052,4,Boomletes
Epic Movie ,2.3,93,Color,2007,Adventure,English,USA,39737645,20000000,82,729,926,869,0,0.98688225,39.737645,20,English,USA,2606,11,Boomletes
Conan the Barbarian ,6.9,129,Color,1982,Adventure,English,USA,37567440,20000000,468,183,919,691,0,0.878372,37.56744,20,English,USA,2261,20,Millenium
Spotlight ,8.1,128,Color,2015,Biography,English,USA,44988180,20000000,310,77,745,168,80000,1.249409,44.98818,20,English,USA,81300,10,Boomletes
Lakeview Terrace ,6.1,110,Color,2008,Crime,English,USA,39263506,22000000,119,332,1000,931,0,0.7847048181818181,39.263506,22,English,USA,2382,17,Boomletes
The Grudge 2 ,5,137,Color,2006,Horror,English,USA,39143839,20000000,70,464,4000,884,930,0.95719195,39.143839,20,English,USA,6348,13,Boomletes
How Stella Got Her Groove Back ,5.5,124,Color,1998,Comedy,English,USA,37672350,20000000,8,232,508,270,0,0.8836175,37.67235,20,English,USA,1018,31,Millenium
Bill & Ted's Bogus Journey ,6.2,93,Color,1991,Adventure,English,USA,38037513,20000000,12,636,18000,769,0,0.90187565,38.037513,20,English,USA,19417,27,Millenium
Man of the Year ,6.2,115,Color,2006,Comedy,English,USA,37442180,20000000,272,1000,49000,2000,0,0.872109,37.44218,20,English,USA,52272,16,Boomletes
The American ,6.3,105,Color,2010,Crime,English,USA,35596227,20000000,210,101,978,191,10000,0.77981135,35.596227,20,English,USA,11480,13,Boomletes
Selena ,6.7,127,Color,1997,Biography,English,USA,35422828,20000000,16,399,565,441,0,0.7711414,35.422828,20,English,USA,1421,7,Millenium
Vampires Suck ,3.5,82,Color,2010,Comedy,English,USA,36658108,20000000,82,354,759,401,16000,0.8329054,36.658108,20,English,USA,17596,14,Boomletes
Babel ,7.5,143,Color,2006,Drama,English,France,34300771,25000000,0,51,11000,119,0,0.37203084,34.300771,25,English,Non-US,11170,6,Boomletes
This Is Where I Leave You ,6.6,103,Color,2014,Comedy,English,USA,34290142,19800000,189,949,2000,1000,14000,0.7318253535353535,34.290142,19.8,English,USA,18138,26,Boomletes
Doubt ,7.5,104,Color,2008,Drama,English,USA,33422556,20000000,53,652,22000,11000,0,0.6711278,33.422556,20,English,USA,33705,6,Boomletes
Team America: World Police ,7.2,98,Color,2004,Action,English,USA,32774834,30000000,406,406,860,523,0,0.09249446666666666,32.774834,30,English,USA,2195,27,Boomletes
Texas Chainsaw 3D ,4.8,92,Color,2013,Horror,English,USA,34334256,11000000,34,322,383,333,16000,2.121296,34.334256,11,English,USA,17072,18,Boomletes
Copycat ,6.6,123,Color,1995,Crime,English,USA,32051917,20000000,36,631,10000,1000,0,0.60259585,32.051917,20,English,USA,11667,8,Millenium
Scary Movie 5 ,3.5,88,Color,2013,Comedy,English,USA,32014289,20000000,92,636,31000,881,13000,0.60071445,32.014289,20,English,USA,45609,14,Boomletes
Milk ,7.6,128,Color,2008,Biography,English,USA,31838002,20000000,835,755,11000,896,10000,0.5919001,31.838002,20,English,USA,23486,5,Boomletes
Risen ,6.3,107,Color,2016,Action,English,USA,36874745,20000000,58,47,141,76,21000,0.84373725,36.874745,20,English,USA,21322,6,Boomletes
Ghost Ship ,5.5,91,Color,2002,Horror,English,USA,30079316,35000000,17,78,534,385,0,-0.14059097142857144,30.079316,35,English,USA,1014,11,Boomletes
A Very Harold & Kumar 3D Christmas ,6.3,90,Color,2011,Adventure,English,USA,35033759,19000000,12,587,786,651,21000,0.8438820526315789,35.033759,19,English,USA,23036,35,Boomletes
Wild Things ,6.5,115,Color,1998,Crime,English,USA,29753944,20000000,39,254,13000,481,0,0.4876972,29.753944,20,English,USA,13774,12,Millenium
The Debt ,6.9,113,Color,2010,Drama,English,USA,31146570,20000000,108,22,1000,100,0,0.5573285,31.14657,20,English,USA,1230,9,Boomletes
High Fidelity ,7.6,113,Color,2000,Comedy,English,UK,27277055,20000000,350,619,1000,960,10000,0.36385275,27.277055,20,English,Non-US,12929,14,Millenium
One Missed Call ,3.9,87,Color,2008,Horror,English,Japan,26876529,27000000,2,270,741,297,0,-0.004573,26.876529,27,English,Non-US,1310,16,Boomletes
Eye for an Eye ,6.1,101,Color,1996,Crime,English,USA,53146000,20000000,154,497,1000,816,613,1.6573,53.146,20,English,USA,3080,15,Millenium
The Bank Job ,7.3,111,Color,2008,Crime,English,UK,30028592,20000000,79,287,26000,811,0,0.5014296,30.028592,20,English,Non-US,27177,13,Boomletes
Eternal Sunshine of the Spotless Mind ,8.3,108,Color,2004,Drama,English,USA,34126138,20000000,1000,1000,14000,4000,52000,0.7063069,34.126138,20,English,USA,72000,38,Boomletes
You Again ,5.8,105,Color,2010,Comedy,English,USA,25677801,20000000,99,518,2000,938,0,0.28389005,25.677801,20,English,USA,3555,10,Boomletes
Street Kings ,6.8,109,Color,2008,Action,English,USA,26415649,20000000,453,2000,18000,11000,0,0.32078245,26.415649,20,English,USA,31453,13,Boomletes
The World's End ,7,109,Color,2013,Action,English,UK,26003149,20000000,1000,24,177,55,49000,0.30015745,26.003149,20,English,Non-US,50256,16,Boomletes
Nancy Drew ,5.9,99,Color,2007,Comedy,English,USA,25584685,20000000,26,650,720,669,590,0.27923425,25.584685,20,English,USA,2655,11,Boomletes
Daybreakers ,6.5,98,Color,2009,Action,English,Australia,29975979,20000000,35,16,125,37,0,0.49879895,29.975979,20,English,Non-US,213,12,Boomletes
She's Out of My League ,6.4,104,Color,2010,Comedy,English,USA,31584722,20000000,14,756,2000,934,0,0.5792361,31.584722,20,English,USA,3704,23,Boomletes
Monte Carlo ,5.8,109,Color,2011,Adventure,English,Hungary,23179303,20000000,15,350,3000,775,6000,0.15896515,23.179303,20,English,Non-US,10140,12,Boomletes
Stay Alive ,5.1,75,Color,2006,Horror,English,USA,23078294,9000000,19,806,1000,934,0,1.564254888888889,23.078294,9,English,USA,2759,11,Boomletes
Quigley Down Under ,6.8,119,Color,1990,Action,English,Australia,21413105,20000000,23,748,25000,19000,0,0.07065525,21.413105,20,English,Non-US,44771,19,Millenium
Alpha and Omega ,5.3,90,Color,2010,Adventure,English,USA,25077977,20000000,0,518,681,611,0,0.25389885,25.077977,20,English,USA,1810,16,Boomletes
The Covenant ,5.3,97,Color,2006,Action,English,USA,23292105,20000000,212,637,960,917,3000,0.16460525,23.292105,20,English,USA,5726,13,Boomletes
Shorts ,4.9,89,Color,2009,Comedy,English,USA,20916309,40000000,0,470,87000,570,431,-0.477092275,20.916309,40,English,USA,88471,7,Boomletes
To Die For ,6.8,106,Color,1995,Comedy,English,USA,21200000,20000000,835,458,1000,967,1000,0.06,21.2,20,English,USA,4260,11,Millenium
Nerve ,7.1,96,Color,2016,Adventure,English,USA,28876924,20000000,24,374,646,441,0,0.4438462,28.876924,20,English,USA,1485,6,Boomletes
Vampires ,6.1,104,Color,1998,Action,English,USA,20241395,20000000,0,877,2000,1000,0,0.01206975,20.241395,20,English,USA,3877,9,Millenium
Psycho ,8.5,108,Black and White,1960,Horror,English,USA,32000000,806947,13000,285,606,332,18000,38.65564033325609,32,0.806947,English,USA,32223,7,Baby Boomers
My Best Friend's Girl ,5.9,112,Color,2008,Comedy,English,USA,19151864,40000000,41,490,1000,500,0,-0.5212034,19.151864,40,English,USA,2031,22,Boomletes
Endless Love ,6.3,104,Color,2014,Drama,English,USA,23393765,20000000,19,942,15000,989,0,0.16968825,23.393765,20,English,USA,16950,13,Boomletes
Georgia Rule ,5.9,113,Color,2007,Comedy,English,USA,18882880,20000000,0,949,995,975,681,-0.055856,18.88288,20,English,USA,3600,13,Boomletes
Under the Rainbow ,5.4,98,Color,1981,Comedy,English,USA,8500000,20000000,15,281,691,374,501,-0.575,8.5,20,English,USA,1862,18,Millenium
Simon Birch ,6.9,114,Color,1998,Comedy,English,USA,18252684,30000000,160,271,1000,367,0,-0.3915772,18.252684,30,English,USA,1798,12,Millenium
Reign Over Me ,7.5,124,Color,2007,Drama,English,USA,19661987,20000000,57,905,11000,3000,0,-0.01690065,19.661987,20,English,USA,14962,14,Boomletes
Into the Wild ,8.2,148,Color,2007,Adventure,English,USA,18352454,15000000,0,826,17000,882,76000,0.22349693333333334,18.352454,15,English,USA,94708,14,Boomletes
School for Scoundrels ,5.9,108,Color,2006,Comedy,English,USA,17803796,20000000,480,579,970,931,484,-0.1098102,17.803796,20,English,USA,3444,22,Boomletes
Silent Hill: Revelation 3D ,5,95,Color,2012,Adventure,English,France,17529157,20000000,83,206,991,494,25000,-0.12354215,17.529157,20,English,Non-US,26774,27,Boomletes
From Dusk Till Dawn ,7.3,108,Color,1996,Crime,English,USA,25753840,19000000,0,844,16000,4000,12000,0.35546526315789473,25.75384,19,English,USA,32844,20,Millenium
Pooh's Heffalump Movie ,6.4,68,Color,2005,Animation,English,USA,18081626,20000000,0,253,304,286,264,-0.0959187,18.081626,20,English,USA,1107,23,Boomletes
Home for the Holidays ,6.6,103,Color,1995,Comedy,English,USA,17518220,20000000,0,801,21000,1000,0,-0.124089,17.51822,20,English,USA,22801,22,Millenium
Kung Fu Hustle ,7.8,99,Color,2004,Action,Cantonese,Hong Kong,17104669,20000000,0,59,264,62,0,-0.14476655,17.104669,20,Non-English,Non-US,385,15,Boomletes
The Country Bears ,4,88,Color,2002,Comedy,English,USA,16988996,35000000,0,939,3000,968,422,-0.5146001142857143,16.988996,35,English,USA,5329,18,Boomletes
The Kite Runner ,7.6,128,Color,2007,Drama,Dari,USA,15797907,20000000,395,161,283,206,0,-0.21010465,15.797907,20,Non-English,USA,1045,16,Boomletes
21 Grams ,7.7,124,Color,2003,Drama,English,USA,16248701,20000000,0,430,6000,979,0,-0.18756495,16.248701,20,English,USA,7409,9,Boomletes
Paparazzi ,5.8,84,Color,2004,Action,English,USA,15712072,20000000,2,472,787,555,269,-0.2143964,15.712072,20,English,USA,2085,10,Boomletes
Twilight ,5.2,122,Color,2008,Drama,English,USA,191449475,37000000,308,10000,17000,12000,19000,4.174310135135135,191.449475,37,English,USA,58308,9,Boomletes
A Guy Thing ,5.6,101,Color,2003,Comedy,English,USA,15408822,20000000,13,499,651,555,401,-0.2295589,15.408822,20,English,USA,2119,12,Boomletes
Loser ,5.3,98,Color,2000,Comedy,English,USA,15464026,20000000,143,153,302,216,1000,-0.2267987,15.464026,20,English,USA,1814,6,Millenium
The Greatest Story Ever Told ,6.6,225,Color,1965,Biography,English,USA,8000000,20000000,126,202,940,208,1000,-0.6,8,20,English,USA,2476,29,Generation X
Disaster Movie ,1.9,88,Color,2008,Comedy,English,USA,14174654,25000000,82,329,869,624,0,-0.43301384,14.174654,25,English,USA,1904,15,Boomletes
Armored ,5.7,88,Color,2009,Action,English,USA,15988876,27000000,190,163,137000,459,0,-0.4078194074074074,15.988876,27,English,USA,137812,8,Boomletes
The Man Who Knew Too Little ,6.6,94,Color,1997,Action,English,USA,13801755,20000000,36,507,13000,828,0,-0.30991225,13.801755,20,English,USA,14371,28,Millenium
What's Your Number? ,6,117,Color,2011,Comedy,English,USA,13987482,20000000,20,783,11000,904,0,-0.3006259,13.987482,20,English,USA,12707,20,Boomletes
Lockout ,6.1,95,Color,2012,Action,English,France,14291570,20000000,4,80,788,447,10000,-0.2854215,14.29157,20,English,Non-US,11319,8,Boomletes
Envy ,4.8,99,Color,2004,Comedy,English,USA,12181484,40000000,272,62,1000,87,713,-0.6954629,12.181484,40,English,USA,2134,5,Boomletes
Crank: High Voltage ,6.2,96,Color,2009,Action,English,USA,13630226,20000000,83,926,26000,968,0,-0.3184887,13.630226,20,English,USA,27977,20,Boomletes
Bullets Over Broadway ,7.5,98,Color,1994,Comedy,English,USA,13383737,20000000,11000,967,1000,979,979,-0.33081315,13.383737,20,English,USA,14925,22,Millenium
One Night with the King ,6.3,123,Color,2006,Biography,English,USA,13391174,20000000,6,85,541,249,0,-0.3304413,13.391174,20,English,USA,881,24,Boomletes
The Quiet American ,7.1,101,Color,2002,Drama,English,UK,12987647,30000000,176,83,3000,268,983,-0.5670784333333333,12.987647,30,English,Non-US,4510,19,Boomletes
The Weather Man ,6.6,102,Color,2005,Comedy,English,USA,12469811,22000000,563,385,12000,442,0,-0.4331904090909091,12.469811,22,English,USA,13390,16,Boomletes
Undisputed ,6.1,94,Black and White,2002,Action,English,USA,12398628,20000000,394,565,922,855,977,-0.3800686,12.398628,20,English,USA,3713,11,Boomletes
Ghost Town ,6.7,102,Color,2008,Comedy,English,USA,13214030,20000000,192,31,346,41,0,-0.3392985,13.21403,20,English,USA,610,11,Boomletes
12 Rounds ,5.6,108,Color,2009,Action,English,USA,12232937,22000000,212,347,969,794,0,-0.4439574090909091,12.232937,22,English,USA,2322,10,Boomletes
Let Me In ,7.2,116,Color,2010,Drama,English,UK,12134420,20000000,198,884,17000,1000,25000,-0.393279,12.13442,20,English,Non-US,44082,10,Boomletes
3 Ninjas Kick Back ,4.3,93,Color,1994,Action,English,USA,11784000,20000000,18,181,400,220,444,-0.4108,11.784,20,English,USA,1263,19,Millenium
Be Kind Rewind ,6.4,102,Color,2008,Comedy,English,UK,11169531,20000000,1000,270,734,563,0,-0.44152345,11.169531,20,English,Non-US,2567,15,Boomletes
Mrs Henderson Presents ,7.1,103,Color,2005,Comedy,English,UK,11034436,20000000,350,99,5000,378,0,-0.4482782,11.034436,20,English,Non-US,5827,23,Boomletes
Triple 9 ,6.3,115,Color,2016,Action,English,USA,12626905,20000000,214,968,14000,12000,0,-0.36865475,12.626905,20,English,USA,27182,9,Boomletes
Deconstructing Harry ,7.4,96,Color,1997,Comedy,English,USA,10569071,20000000,11000,223,11000,474,0,-0.47154645,10.569071,20,English,USA,22697,21,Millenium
Three to Tango ,6.1,98,Color,1999,Comedy,English,Australia,10544143,20000000,4,677,2000,1000,311,-0.47279285,10.544143,20,English,Non-US,3992,15,Millenium
Burnt ,6.6,101,Color,2015,Comedy,English,USA,13650738,20000000,53,580,14000,1000,25000,-0.3174631,13.650738,20,English,USA,40633,6,Boomletes
We're No Angels ,6,106,Color,1989,Comedy,English,USA,10555348,20000000,277,383,22000,2000,855,-0.4722326,10.555348,20,English,USA,25515,16,Millenium
Everyone Says I Love You ,6.8,101,Color,1996,Comedy,English,USA,9714482,20000000,11000,2,1000,612,0,-0.5142759,9.714482,20,English,USA,12614,25,Millenium
Death at a Funeral ,7.4,87,Color,2007,Comedy,English,USA,8579684,9000000,0,548,22000,557,0,-0.04670177777777778,8.579684,9,English,USA,23105,19,Boomletes
Death Sentence ,6.8,111,Color,2007,Action,English,USA,9525276,20000000,0,725,856,742,0,-0.5237362,9.525276,20,English,USA,2323,15,Boomletes
Everybody's Fine ,7.2,99,Color,2009,Adventure,English,USA,8855646,21000000,52,148,22000,1000,10000,-0.5783025714285714,8.855646,21,English,USA,33200,17,Boomletes
Superbabies: Baby Geniuses 2 ,1.9,88,Color,2004,Comedy,English,Germany,9109322,20000000,84,177,650,384,0,-0.5445339,9.109322,20,English,Non-US,1295,29,Boomletes
The Man ,5.5,83,Color,2005,Action,English,Germany,8326035,33000000,10,69,688,99,676,-0.7476959090909091,8.326035,33,English,Non-US,1542,8,Boomletes
Code Name: The Cleaner ,4.5,91,Color,2007,Action,English,USA,8104069,20000000,10,436,716,537,233,-0.59479655,8.104069,20,English,USA,1932,23,Boomletes
Connie and Carla ,6.3,108,Color,2004,Comedy,English,USA,8054280,20000000,54,463,786,567,924,-0.597286,8.05428,20,English,USA,2794,17,Boomletes
Inherent Vice ,6.7,148,Color,2014,Comedy,English,USA,8093318,20000000,0,175,204,178,18000,-0.5953341,8.093318,20,English,USA,18557,14,Boomletes
Doogal ,2.8,77,Color,2006,Adventure,English,USA,7382993,20000000,3,593,787,690,346,-0.63085035,7.382993,20,English,USA,2419,7,Boomletes
Battle of the Year ,5,110,Color,2013,Drama,English,USA,8888355,20000000,9,826,997,941,0,-0.55558225,8.888355,20,English,USA,2773,19,Boomletes
An American Carol ,4.3,83,Color,2008,Comedy,English,USA,7001720,12000000,119,633,885,816,797,-0.41652333333333336,7.00172,12,English,USA,3250,18,Boomletes
Machete Kills ,5.6,107,Color,2013,Action,English,Russia,7268659,20000000,0,99,2000,749,48000,-0.63656705,7.268659,20,English,Non-US,50848,14,Boomletes
Willard ,6.2,100,Color,2003,Drama,English,Canada,6852144,22000000,17,86,669,429,0,-0.6885389090909091,6.852144,22,English,Non-US,1201,8,Boomletes
Strange Wilderness ,5.3,87,Color,2008,Adventure,English,USA,6563357,20000000,29,522,1000,794,847,-0.67183215,6.563357,20,English,USA,3192,19,Boomletes
Topsy-Turvy ,7.4,154,Color,1999,Biography,English,UK,6201757,10000000,608,149,1000,452,608,-0.3798243,6.201757,10,English,Non-US,2817,12,Millenium
Little Boy ,7.4,106,Color,2015,Drama,English,Mexico,6420319,20000000,38,975,1000,1000,15000,-0.67898405,6.420319,20,English,Non-US,18013,11,Boomletes
A Dangerous Method ,6.5,99,Color,2011,Biography,English,UK,5702083,15000000,0,691,13000,10000,36000,-0.6198611333333334,5.702083,15,English,Non-US,59691,19,Boomletes
A Scanner Darkly ,7.1,100,Color,2006,Animation,English,USA,5480996,8700000,0,407,21000,18000,0,-0.3700004597701149,5.480996,8.7,English,USA,39407,17,Boomletes
Chasing Mavericks ,7.2,116,Color,2012,Biography,English,USA,6002756,20000000,150,956,18000,1000,13000,-0.6998622,6.002756,20,English,USA,33106,18,Boomletes
Alone in the Dark ,2.3,94,Color,2005,Horror,English,Canada,5132655,20000000,892,81,310,294,1000,-0.74336725,5.132655,20,English,Non-US,2577,18,Boomletes
Bandslam ,6.4,111,Color,2009,Comedy,English,USA,5205343,20000000,650,181,690,224,1000,-0.73973285,5.205343,20,English,USA,2745,9,Boomletes
Birth ,6.1,100,Color,2004,Drama,English,USA,5005883,20000000,143,430,829,681,0,-0.74970585,5.005883,20,English,USA,2083,6,Boomletes
A Most Violent Year ,7,125,Color,2014,Action,English,USA,5749134,20000000,78,745,1000,969,0,-0.7125433,5.749134,20,English,USA,2792,20,Boomletes
Flash of Genius ,7,119,Color,2008,Biography,English,USA,4234040,20000000,18,9,20,18,0,-0.788298,4.23404,20,English,USA,65,16,Boomletes
I'm Not There. ,7,135,Black and White,2007,Biography,English,USA,4001121,20000000,162,228,23000,13000,0,-0.79994395,4.001121,20,English,USA,36390,15,Boomletes
The Cold Light of Day ,4.9,93,Color,2012,Action,English,USA,3749061,20000000,19,619,15000,13000,0,-0.81254695,3.749061,20,English,USA,28638,22,Boomletes
The Brothers Bloom ,6.9,114,Color,2008,Adventure,English,USA,3519627,20000000,0,446,975,877,0,-0.82401865,3.519627,20,English,USA,2298,19,Boomletes
"Synecdoche, New York ",7.5,124,Color,2008,Comedy,English,USA,3081925,21000000,0,631,22000,1000,13000,-0.8532416666666667,3.081925,21,English,USA,36631,21,Boomletes
Bon voyage ,6.9,114,Black and White,2003,Comedy,French,France,2353728,20000000,22,413,572,548,235,-0.8823136,2.353728,20,Non-English,Non-US,1790,11,Boomletes
Can't Stop the Music ,4.5,124,Color,1980,Biography,English,USA,2000000,20000000,42,161,801,174,1000,-0.9,2,20,English,USA,2178,21,Generation X
The Proposition ,7.4,104,Color,2005,Crime,English,Australia,1900725,2000000,214,430,1000,509,0,-0.0496375,1.900725,2,English,Non-US,2153,16,Boomletes
Courage ,7,118,Color,2015,Biography,English,USA,2246000,20000000,14,400,2000,769,0,-0.8877,2.246,20,English,USA,3183,8,Boomletes
Marci X ,2.8,80,Color,2003,Comedy,English,USA,1646664,20000000,121,587,836,624,241,-0.9176668,1.646664,20,English,USA,2409,8,Boomletes
Equilibrium ,7.5,107,Color,2002,Action,English,USA,1190018,20000000,110,722,23000,876,20000,-0.9404991,1.190018,20,English,USA,44708,12,Boomletes
The Children of Huang Shi ,7.1,125,Color,2008,Drama,English,Australia,1027749,40000000,55,2,991,10,1000,-0.974306275,1.027749,40,English,Non-US,2058,26,Boomletes
The Yards ,6.4,115,Color,2000,Crime,English,USA,882710,24000000,115,977,9000,1000,401,-0.9632204166666667,0.88271,24,English,USA,11493,10,Millenium
The Oogieloves in the Big Balloon Adventure ,6.7,88,Color,2012,Adventure,English,USA,1064277,20000000,12,231,979,532,831,-0.94678615,1.064277,20,English,USA,2585,44,Boomletes
By the Sea ,5.3,122,Color,2015,Drama,English,USA,531009,10000000,11000,188,11000,11000,0,-0.9468991,0.531009,10,English,USA,33188,11,Boomletes
Steamboy ,6.9,103,Color,2004,Action,Japanese,Japan,410388,2127519898,78,101,488,336,973,-0.9998071049768391,0.410388,2127.519898,Non-English,Non-US,1976,9,Boomletes
The Game of Their Lives ,6.2,101,Color,2005,Drama,English,USA,375474,20000000,25,407,18000,723,445,-0.9812263,0.375474,20,English,USA,19600,24,Boomletes
Rapa Nui ,6.4,107,Color,1994,Action,English,USA,305070,20000000,58,324,699,533,399,-0.9847465,0.30507,20,English,USA,2013,9,Millenium
Les couloirs du temps: Les visiteurs II ,6,118,Color,1998,Comedy,French,France,146072,140000000,8,11,106,56,136,-0.9989566285714285,0.146072,140,Non-English,Non-US,317,40,Millenium
Dylan Dog: Dead of Night ,5.1,107,Color,2010,Action,English,USA,1183354,20000000,14,311,403,368,0,-0.9408323,1.183354,20,English,USA,1096,25,Boomletes
People I Know ,5.5,100,Color,2002,Crime,English,USA,121972,22000000,3,442,14000,506,217,-0.9944558181818182,0.121972,22,English,USA,15168,14,Boomletes
The Tempest ,5.4,110,Color,2010,Comedy,English,USA,263365,20000000,278,181,3000,602,0,-0.98683175,0.263365,20,English,USA,4061,12,Boomletes
The Painted Veil ,7.5,125,Color,2006,Drama,Mandarin,China,8047690,19400000,43,7,2000,594,0,-0.585170618556701,8.04769,19.4,Non-English,Non-US,2644,17,Boomletes
The Baader Meinhof Complex ,7.4,184,Color,2008,Action,German,Germany,476270,20000000,34,155,486,471,0,-0.9761865,0.47627,20,Non-English,Non-US,1146,27,Boomletes
Dances with Wolves ,8,236,Color,1990,Adventure,English,USA,184208848,22000000,0,232,933,839,0,7.373129454545454,184.208848,22,English,USA,2004,19,Millenium
Bad Teacher ,5.7,97,Color,2011,Comedy,English,USA,100292856,20000000,52,384,3000,957,16000,4.0146428,100.292856,20,English,USA,20393,12,Boomletes
Sea of Love ,6.8,113,Color,1989,Crime,English,USA,58571513,19000000,17,551,14000,599,0,2.0827112105263157,58.571513,19,English,USA,15167,12,Millenium
A Cinderella Story ,5.9,95,Color,2004,Comedy,English,USA,51431160,20000000,15,528,1000,852,0,1.571558,51.43116,20,English,USA,2395,19,Boomletes
Scream ,7.2,103,Color,1996,Horror,English,USA,103001286,15000000,0,157,611,422,11000,5.8667524,103.001286,15,English,USA,12190,7,Millenium
Thir13en Ghosts ,5.5,91,Color,2001,Horror,English,USA,41867960,20000000,17,670,1000,795,0,1.093398,41.86796,20,English,USA,2482,16,Boomletes
Back to the Future ,8.5,116,Color,1985,Adventure,English,USA,210609762,19000000,0,459,1000,690,39000,10.084724315789474,210.609762,19,English,USA,41149,19,Millenium
House on Haunted Hill ,5.6,93,Color,1999,Horror,English,USA,40846082,19000000,37,545,885,828,0,1.1497937894736843,40.846082,19,English,USA,2295,22,Millenium
